WKT,WKT,VALUE,id,@id,power,voltage,raster,cables,operator,frequency,name,circuits,operator:short,operator:wikidata,operator:wikipedia,ref,wires,layer,source,motorcycle,line,fixme,admin_level,surface,not:operator:wikidata,addr:postcode,note,motorcar,alt_name,description,source:date,cable,location,highway,import,bridge,submarine,construction,disused,design,design:incomplete,start_date,seamark:type,communication,distance,length,,,
"MULTILINESTRING ((-396596.390821402 9777443.15903154,-393729.607363929 9775891.2740578))",POINT (-396596.390821402 9777443.15903154),0.01983809,way/624460455,way/624460455,line,150000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3259.876434,3229.084,,,
"MULTILINESTRING ((-67513.2488519703 9777443.15903154,-66708.6669077261 9778042.75681401))",POINT (-67513.2488519703 9777443.15903154),0.01922431,way/620166579,way/620166579,line,150000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.428924,999.846,,,
"MULTILINESTRING ((805423.085635364 9777443.15903154,804686.789383407 9776429.68627227))",POINT (805423.085635364 9777443.15903154),0.02064843,way/756074050,way/756074050,line,150000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252.700764,1251.759,,,
"MULTILINESTRING ((-393132.35774804 9773977.1955697,-393936.427001632 9774203.67821926))",POINT (-393132.35774804 9773977.1955697),0.01984967,way/624460455,way/624460455,line,150000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.357262,827.496,,,
"MULTILINESTRING ((801959.052562001 9773977.1955697,804050.999034357 9776888.6811004))",POINT (801959.052562001 9773977.1955697),0.0205417,way/756074050,way/756074050,line,150000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3585.106419,3582.467,,,
"MULTILINESTRING ((-396596.390821402 9770511.23210785,-396769.903540365 9770689.54173406))",POINT (-396596.390821402 9770511.23210785),0.01990076,way/624460455,way/624460455,line,150000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.7990885,246.441,,,
"MULTILINESTRING ((-393132.35774804 9767045.26864601,-396723.003099451 9770735.18045361))",POINT (-393132.35774804 9767045.26864601),0.01996495,way/624460455,way/624460455,line,150000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5148.609831,5100.003,,,
"MULTILINESTRING ((715358.225727941 9749715.45133679,719659.488937083 9749694.573763))",POINT (715358.225727941 9749715.45133679),0.02051694,way/613865138,way/613865138,line,150000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4301.313877,4300.515,,,
"MULTILINESTRING ((722286.291874665 9749715.45133679,719659.652155744 9749728.20058321))",POINT (722286.291874665 9749715.45133679),0.02073669,way/613865138,way/613865138,line,150000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2626.67066,2626.134,,,
"MULTILINESTRING ((715358.225727941 9742783.5244131,720004.584062964 9743165.41856886))",POINT (715358.225727941 9742783.5244131),0.02057809,way/613865138,way/613865138,line,150000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4662.026268,4661.156,,,
"MULTILINESTRING ((722286.291874665 9742783.5244131,720039.986646155 9742658.53104211))",POINT (722286.291874665 9742783.5244131),0.02071599,way/613865138,way/613865138,line,150000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2249.780105,2249.318,,,
"MULTILINESTRING ((718822.258801303 9739317.56095126,720251.050167003 9739408.17953435))",POINT (718822.258801303 9739317.56095126),0.02081207,way/613865138,way/613865138,line,150000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431.662144,1431.381,,,
"MULTILINESTRING ((531764.472839732 9728919.67056572,533666.762094133 9718646.22506715))",POINT (531764.472839732 9728919.67056572),0.02057113,way/1121246706,way/1121246706,line,150000,1,,PLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10448.08053,10452.123,,,
"MULTILINESTRING ((538692.538986457 9728919.67056572,533666.762094133 9718646.22506715))",POINT (538692.538986457 9728919.67056572),0.02059469,way/1121246706,way/1121246706,line,150000,1,,PLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11436.87526,11441.266,,,
"MULTILINESTRING ((687645.961141041 9725453.70710388,687545.291525806 9723068.9390051))",POINT (687645.961141041 9725453.70710388),0.02061913,way/945757583,way/945757583,line,150000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2386.891966,2386.807,,,
"MULTILINESTRING ((694574.027287766 9725453.70710388,694491.592742545 9722842.48757386))",POINT (694574.027287766 9725453.70710388),0.02055587,way/945757583,way/945757583,line,150000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2612.520409,2612.342,,,
"MULTILINESTRING ((531764.472839732 9721987.74364203,533666.762094133 9718646.22506715))",POINT (531764.472839732 9721987.74364203),0.02043634,way/1121246706,way/1121246706,line,150000,1,,PLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3845.055369,3846.543,,,
"MULTILINESTRING ((538692.538986457 9721987.74364203,533666.762094133 9718646.22506715))",POINT (538692.538986457 9721987.74364203),0.02048938,way/1121246706,way/1121246706,line,150000,1,,PLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6035.244797,6037.562,,,
"MULTILINESTRING ((684181.928067679 9721987.74364203,684254.711448258 9723194.7608823))",POINT (684181.928067679 9721987.74364203),0.02072055,way/945757583,way/945757583,line,150000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209.209675,1209.185,,,
"MULTILINESTRING ((691109.994214404 9718521.78018019,691349.158324733 9722938.31888366))",POINT (691109.994214404 9718521.78018019),0.02066231,way/945757583,way/945757583,line,150000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4423.009563,4422.777,,,
"MULTILINESTRING ((698038.060361128 9718521.78018019,698203.165005088 9722707.49464681))",POINT (698038.060361128 9718521.78018019),0.02051269,way/945757583,way/945757583,line,150000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4188.96946,4188.61,,,
"MULTILINESTRING ((1539798.0971882 9697725.99940912,1547129.81231169 9686840.54890769))",POINT (1539798.0971882 9697725.99940912),0.02354578,way/615581258,way/615581258,line,275000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13124.29348,12954.475,,,
"MULTILINESTRING ((1536334.06411484 9694260.03594728,1541587.27651461 9683423.64912555))",POINT (1536334.06411484 9694260.03594728),0.02373616,way/615581258,way/615581258,line,275000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12042.57115,11888.118,,,
"MULTILINESTRING ((1543262.13026156 9694260.03594728,1547987.97497 9687426.66612028))",POINT (1543262.13026156 9694260.03594728),0.02390166,way/615581258,way/615581258,line,275000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8308.342278,8200.385,,,
"MULTILINESTRING ((1539798.0971882 9690794.07248544,1543374.5324765 9684336.81509248))",POINT (1539798.0971882 9690794.07248544),0.02395167,way/615581258,way/615581258,line,275000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7381.535234,7286.374,,,
"MULTILINESTRING ((864311.647882525 9687328.10902359,858768.525226506 9689019.98296183))",POINT (864311.647882525 9687328.10902359),0.02075005,way/756074053,way/756074053,line,150000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5795.571258,5788.518,,,
"MULTILINESTRING ((871239.71402925 9680396.1820999,865913.82213786 9675223.45325513))",POINT (871239.71402925 9680396.1820999),0.02089524,way/756074053,way/756074053,line,150000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7424.43588,7414.929,,,
"MULTILINESTRING ((878167.780175975 9676930.21863806,877832.905236272 9667807.04978755))",POINT (878167.780175975 9676930.21863806),0.0208263,way/756074054,way/756074054,line,150000,1,6,PLN,50,Seberang Barito-Selat,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9129.31274,9116.83,,,
"MULTILINESTRING ((871239.71402925 9673464.25517621,869371.873728028 9671640.29824969))",POINT (871239.71402925 9673464.25517621),0.02089805,way/756074053,way/756074053,line,150000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2610.679272,2607.295,,,
"MULTILINESTRING ((881631.813249337 9669998.29171437,879197.020082517 9667275.72033202))",POINT (881631.813249337 9669998.29171437),0.02070385,way/756074054,way/756074054,line,150000,1,6,PLN,50,Seberang Barito-Selat,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3652.480349,3647.404,,,
"MULTILINESTRING ((1661039.25475588 9604144.98593933,1649662.86466127 9570070.30985249))",POINT (1661039.25475588 9604144.98593933),0.02241082,way/943189964,way/943189964,line,150000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35923.61065,35351.987,,,
"MULTILINESTRING ((1667967.32090261 9600679.02247749,1649662.86466127 9570070.30985249))",POINT (1667967.32090261 9600679.02247749),0.02231682,way/943189964,way/943189964,line,150000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35664.35765,35093.406,,,
"MULTILINESTRING ((1664503.28782925 9593747.0955538,1649662.86466127 9570070.30985249))",POINT (1664503.28782925 9593747.0955538),0.02086105,way/943189964,way/943189964,line,150000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27943.30583,27497.316,,,
"MULTILINESTRING ((1667967.32090261 9586815.16863011,1650439.61488836 9569491.44463358))",POINT (1667967.32090261 9586815.16863011),0.02087703,way/943189964,way/943189964,line,150000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24644.10459,24249.311,,,
"MULTILINESTRING ((1695679.58548951 9586815.16863011,1700537.02149506 9549915.02025377))",POINT (1695679.58548951 9586815.16863011),0.02194791,way/943189965,way/943189965,line,150000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37218.48512,36581.161,,,
"MULTILINESTRING ((1702607.65163623 9586815.16863011,1700537.02149506 9549915.02025377))",POINT (1702607.65163623 9586815.16863011),0.02236577,way/943189965,way/943189965,line,150000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36958.19881,36321.637,,,
"MULTILINESTRING ((1695679.58548951 9579883.24170642,1700537.02149506 9549915.02025377))",POINT (1695679.58548951 9579883.24170642),0.02187601,way/943189965,way/943189965,line,150000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30359.33105,29839.463,,,
"MULTILINESTRING ((1702607.65163623 9579883.24170642,1700537.02149506 9549915.02025377))",POINT (1702607.65163623 9579883.24170642),0.02196339,way/943189965,way/943189965,line,150000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30039.67054,29522.273,,,
"MULTILINESTRING ((1695679.58548951 9572951.31478273,1700537.02149506 9549915.02025377))",POINT (1695679.58548951 9572951.31478273),0.0205301,way/943189965,way/943189965,line,150000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23542.84499,23139.702,,,
"MULTILINESTRING ((1702607.65163623 9572951.31478273,1700537.02149506 9549915.02025377))",POINT (1702607.65163623 9572951.31478273),0.02018923,way/943189965,way/943189965,line,150000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23129.16719,22730.796,,,
"MULTILINESTRING ((-261499.100960268 9538291.68016429,-261054.978646256 9541814.82207603))",POINT (-261499.100960268 9538291.68016429),0.02117793,way/753523630,way/753523630,line,150000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3551.024297,3527.103,,,
"MULTILINESTRING ((-254571.034813543 9538291.68016429,-255757.013588605 9537129.27720692))",POINT (-254571.034813543 9538291.68016429),0.02112565,way/931931142,way/931931142,line,150000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660.640325,1649.642,,,
"MULTILINESTRING ((1519013.89874802 9534825.71670244,1516041.95792611 9536020.77683682))",POINT (1519013.89874802 9534825.71670244),0.02357467,way/1004332816,way/1004332816,line,150000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3203.217285,3163.848,,,
"MULTILINESTRING ((-254571.034813543 9531359.7532406,-252142.867339078 9533357.01888069))",POINT (-254571.034813543 9531359.7532406),0.0212546,way/931931142,way/931931142,line,150000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3144.052691,3123.334,,,
"MULTILINESTRING ((-247642.968666818 9531359.7532406,-248740.719194678 9529860.24986239))",POINT (-247642.968666818 9531359.7532406),0.02122371,way/931931142,way/931931142,line,150000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858.377411,1846.308,,,
"MULTILINESTRING ((1515549.86567466 9531359.7532406,1514396.46451639 9534774.85403333))",POINT (1515549.86567466 9531359.7532406),0.02370228,way/1004332816,way/1004332816,line,150000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3604.614772,3560.539,,,
"MULTILINESTRING ((1522477.93182139 9531359.7532406,1515884.93642778 9535643.84794687))",POINT (1522477.93182139 9531359.7532406),0.02360172,way/1004332816,way/1004332816,line,150000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7862.63669,7765.678,,,
"MULTILINESTRING ((1519013.89874802 9527893.78977876,1514713.6939186 9534887.95097762))",POINT (1519013.89874802 9527893.78977876),0.02363634,way/1004332816,way/1004332816,line,150000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8210.362504,8109.586,,,
"MULTILINESTRING ((-244178.935593455 9524427.82631691,-242889.604658494 9525034.33105693))",POINT (-244178.935593455 9524427.82631691),0.02129797,way/931931142,way/931931142,line,150000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424.858681,1415.726,,,
"MULTILINESTRING ((1467053.40264759 9427380.84938527,1458584.05161977 9429992.42916092))",POINT (1467053.40264759 9427380.84938527),0.02115305,way/250105513,way/250105513,line,150000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8862.858216,8765.59,,,
"MULTILINESTRING ((1463589.36957423 9423914.88592343,1457566.40242963 9424369.5867255))",POINT (1463589.36957423 9423914.88592343),0.02139875,way/250105513,way/250105513,line,150000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6040.10646,5974.134,,,
"MULTILINESTRING ((1778816.37925021 9423914.88592343,1784571.74187792 9425531.30566015))",POINT (1778816.37925021 9423914.88592343),0.02166328,way/1121250704,way/1121250704,line,150000,1,,PLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5978.04414,5860.807,,,
"MULTILINESTRING ((1785744.44539693 9423914.88592343,1785409.10926172 9423557.76771585))",POINT (1785744.44539693 9423914.88592343),0.02185315,way/1121250704,way/1121250704,line,150000,1,,PLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.8813507,480.216,,,
"MULTILINESTRING ((1463589.36957423 9416982.95899974,1461966.78216938 9414108.42741677))",POINT (1463589.36957423 9416982.95899974),0.02142421,way/1155757157,way/1155757157,line,150000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300.866812,3264.644,,,
"MULTILINESTRING ((1467053.40264759 9413516.9955379,1462685.08696232 9412835.06636333))",POINT (1467053.40264759 9413516.9955379),0.02092694,way/1155757157,way/1155757157,line,150000,1,6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4421.222605,4372.488,,,
"MULTILINESTRING ((178433.099356763 9250616.71283122,178021.294015125 9249190.46851968))",POINT (178433.099356763 9250616.71283122),0.02190262,way/264401349,way/264401349,line,500000,1,3,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1484.505465,1483.198,,,
"MULTILINESTRING ((181897.132430126 9243684.78590753,181599.443816151 9244390.52028346))",POINT (181897.132430126 9243684.78590753),0.02132286,way/271673006,way/271673006,line,70000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.9500769,765.297,,,
"MULTILINESTRING ((462483.811372483 9222889.00513646,461701.497742967 9217455.58012377))",POINT (462483.811372483 9222889.00513646),0.02321821,way/195202018,way/195202018,line,500000,1,6,Perusahaan Listrik Negara,50,SUTET 500kV Tanjung Jati - Ungaran,2,PLN,Q4201636,id:Perusahaan Listrik Negara,,quad,,,,,,,,,,,,,,,,,,,,,,,,,,,,5489.455527,5491.554,,,
"MULTILINESTRING ((469411.877519208 9222889.00513646,472177.448938107 9218030.09090808))",POINT (469411.877519208 9222889.00513646),0.02320028,way/195202018,way/195202018,line,500000,1,6,Perusahaan Listrik Negara,50,SUTET 500kV Tanjung Jati - Ungaran,2,PLN,Q4201636,id:Perusahaan Listrik Negara,,quad,,,,,,,,,,,,,,,,,,,,,,,,,,,,5590.83471,5593.013,,,
"MULTILINESTRING ((476339.943665933 9219423.04167462,476258.83918573 9217331.51238958))",POINT (476339.943665933 9219423.04167462),0.02317208,way/195202018,way/195202018,line,500000,1,6,Perusahaan Listrik Negara,50,SUTET 500kV Tanjung Jati - Ungaran,2,PLN,Q4201636,id:Perusahaan Listrik Negara,,quad,,,,,,,,,,,,,,,,,,,,,,,,,,,,2093.101213,2093.924,,,
"MULTILINESTRING ((462483.811372483 9212491.11475093,462659.248296736 9214360.48452724))",POINT (462483.811372483 9212491.11475093),0.02299538,way/1015753815,way/1015753815,line,500000,1,6,Perusahaan Listrik Negara,50,SUTET 500kV TJATI-PMLNG,2,PLN,Q4201636,id:Perusahaan Listrik Negara,,quad,,,,,,,,,,,,,,,,,,,,,,,three-level,,,,,1877.583946,1878.303,,,
"MULTILINESTRING ((472875.910592571 9212491.11475093,472875.603895411 9215182.31277979))",POINT (472875.910592571 9212491.11475093),0.02306485,way/561538040,way/561538040,line,150000,1,6,,50,SUTT 150kV SEMEN GROBOGAN-PWDDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2691.198046,2692.25,,,
"MULTILINESTRING ((452091.712152396 9209025.15128908,449861.831985034 9210379.05898717))",POINT (452091.712152396 9209025.15128908),0.02272505,way/1015753815,way/1015753815,line,500000,1,6,Perusahaan Listrik Negara,50,SUTET 500kV TJATI-PMLNG,2,PLN,Q4201636,id:Perusahaan Listrik Negara,,quad,,,,,,,,,,,,,,,,,,,,,,,three-level,,,,,2608.722219,2609.688,,,
"MULTILINESTRING ((607973.200453705 9153569.73589958,604294.288257808 9150263.25158875))",POINT (607973.200453705 9153569.73589958),0.02398663,way/268846143,way/268846143,line,150000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4946.436439,4947.726,,,
"MULTILINESTRING ((604509.167380343 9146637.80897589,606186.588449077 9148152.31622624))",POINT (604509.167380343 9146637.80897589),0.02388168,way/268846143,way/268846143,line,150000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2259.972047,2260.566,,,
"MULTILINESTRING ((611437.233527068 9146637.80897589,610561.938055139 9145702.59904709))",POINT (611437.233527068 9146637.80897589),0.02374209,way/268846143,way/268846143,line,150000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280.921455,1281.239,,,
"MULTILINESTRING ((1065225.56613755 9042658.90512056,1064951.46410785 9041317.58868009))",POINT (1065225.56613755 9042658.90512056),0.02271667,way/614195179,way/614195179,line,150000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369.036784,1364.188,,,
"MULTILINESTRING ((1068689.59921091 9035726.97819687,1071002.12438954 9038298.25145998))",POINT (1068689.59921091 9035726.97819687),0.02268198,way/614195179,way/614195179,line,150000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3458.21036,3445.733,,,
"MULTILINESTRING ((1065225.56613755 9032261.01473503,1068100.22141764 9039735.98491722))",POINT (1065225.56613755 9032261.01473503),0.02269963,way/614195179,way/614195179,line,150000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8008.671688,7980.132,,,
"MULTILINESTRING ((1626398.92402226 9028795.05127318,1630791.5642979 9028068.12335518))",POINT (1626398.92402226 9028795.05127318),0.0244644,way/614243450,way/614243450,line,70000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4452.382821,4384.836,,,
"MULTILINESTRING ((1622934.8909489 9021863.1243495,1626126.59631267 9020654.8411487))",POINT (1622934.8909489 9021863.1243495),0.02410935,way/614243450,way/614243450,line,70000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3412.760089,3361.363,,,
"MULTILINESTRING ((1633326.99016898 9021863.1243495,1630303.65733869 9024886.15422702))",POINT (1633326.99016898 9021863.1243495),0.02374337,way/614243450,way/614243450,line,70000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4275.424078,4210.186,,,
"MULTILINESTRING ((1934697.86755152 8890156.51279941,1938337.34406551 8869041.74593102))",POINT (1934697.86755152 8890156.51279941),0.0246029,way/927818011,way/927818011,line,70000,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21426.13286,20898.537,,,
"MULTILINESTRING ((1927769.80140479 8886690.54933757,1938337.34406551 8869041.74593102))",POINT (1927769.80140479 8886690.54933757),0.02427311,way/927818011,way/927818011,line,70000,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,20570.68836,20066.584,,,
"MULTILINESTRING ((1938161.90062488 8886690.54933757,1938337.34406551 8869041.74593102))",POINT (1938161.90062488 8886690.54933757),0.02484892,way/927818011,way/927818011,line,70000,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,17649.67541,17214.028,,,
"MULTILINESTRING ((1934697.86755152 8883224.58587573,1938337.34406551 8869041.74593102))",POINT (1934697.86755152 8883224.58587573),0.02480889,way/927818011,way/927818011,line,70000,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,14642.36109,14281.81,,,
"MULTILINESTRING ((1931233.83447815 8879758.62241388,1938337.34406551 8869041.74593102))",POINT (1931233.83447815 8879758.62241388),0.02470276,way/927818011,way/927818011,line,70000,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,12857.34382,12541.506,,,